Number,First,Len,Rotate,GNU,Rot13,FAQ6,Ly,Rs,Sum
4590,0,0,18,0,37,17,27,25,0
4591,0,0,20,0,36,16,31,16,0
4592,0,0,22,0,39,21,27,23,0
4593,0,0,25,0,43,19,19,26,0
4594,0,0,22,0,46,17,20,14,0
4595,0,0,19,0,34,24,19,20,0
4596,0,0,24,0,39,19,19,17,0
4597,0,0,20,0,39,18,19,23,0
4598,0,0,17,0,39,22,27,27,0
4599,0,0,21,0,43,32,18,16,0
4600,0,0,20,0,49,25,14,23,0
4601,0,0,18,0,46,26,16,16,0
4602,0,0,25,0,43,21,21,20,0
4603,0,0,15,0,43,18,28,20,0
4604,0,0,21,0,42,21,11,20,0
4605,0,0,26,0,41,23,21,23,0
4606,0,0,21,0,53,20,25,22,0
4607,0,0,26,0,42,15,20,15,0
4608,0,0,13,0,42,15,24,16,0
4609,0,0,26,0,35,26,19,20,0
4610,0,0,23,0,48,27,26,18,0
4611,0,0,31,0,57,19,15,23,0
4612,0,0,28,0,44,14,25,17,0
4613,0,0,24,0,38,19,27,18,0
4614,0,0,13,0,42,25,20,20,0
4615,0,0,18,0,38,22,16,24,0
4616,0,0,24,0,38,16,23,13,0
4617,0,0,16,0,36,18,13,21,0
4618,0,0,16,0,46,20,14,20,0
4619,0,0,26,0,37,21,15,26,0
4620,0,0,17,0,33,23,22,26,0
4621,0,0,17,0,35,22,18,21,0
4622,0,0,23,0,31,21,17,22,0
4623,0,0,21,0,34,27,19,22,0
4624,0,0,16,0,28,18,21,31,0
4625,0,0,23,0,36,19,29,22,0
4626,0,0,20,0,27,22,26,16,0
4627,0,0,19,0,27,27,17,23,0
4628,0,0,14,0,23,23,17,20,0
4629,0,0,23,0,19,22,15,17,0
4630,0,0,23,0,33,22,23,26,0
4631,0,0,20,0,30,20,18,21,0
4632,0,0,21,0,24,27,27,23,0
4633,0,0,23,0,32,19,23,23,0
4634,0,0,16,0,21,24,17,23,0
4635,0,0,31,0,25,19,25,24,0
4636,0,0,18,0,22,25,21,19,0
4637,0,0,18,0,18,20,19,18,0
4638,0,0,13,0,17,21,21,23,0
4639,0,0,22,0,19,24,25,15,0
4640,0,0,16,0,25,19,19,21,0
4641,0,0,17,0,16,20,20,17,0
4642,0,0,29,0,18,18,20,19,0
4643,0,0,21,0,10,22,15,25,0
4644,0,0,19,0,10,16,22,19,0
4645,0,0,21,0,19,15,15,24,0
4646,0,0,31,0,11,17,21,16,0
4647,0,0,22,0,6,25,22,25,0
4648,0,0,25,0,9,13,20,24,0
4649,0,0,22,0,8,24,31,22,0
4650,0,0,15,0,5,12,27,21,0
4651,0,0,17,0,6,32,22,25,0
4652,0,0,15,0,10,23,23,22,0
4653,0,0,23,0,9,21,18,18,0
4654,0,0,28,0,5,26,23,16,0
4655,0,0,20,0,11,29,27,22,0
4656,0,0,14,0,9,18,12,24,0
4657,0,0,18,0,7,20,10,15,0
4658,0,0,22,0,6,21,21,24,0
4659,0,0,21,0,7,20,17,25,0
4660,0,0,22,0,5,18,18,17,0
4661,0,0,11,0,5,22,15,26,0
4662,0,0,22,0,5,27,19,25,0
4663,0,0,25,0,8,26,18,17,0
4664,0,0,26,0,7,17,29,25,0
4665,0,0,29,0,7,25,12,27,0
4666,0,0,15,0,6,15,21,31,0
4667,0,0,20,0,8,23,22,20,0
4668,0,0,20,0,4,28,19,24,0
4669,0,0,18,0,2,20,22,20,0
4670,0,0,10,0,5,21,19,22,0
4671,0,0,26,0,8,20,28,22,0
4672,0,0,14,0,7,24,16,19,0
4673,0,0,15,0,7,15,18,15,0
4674,0,0,21,0,6,20,19,19,0
4675,0,0,16,0,4,13,23,20,0
4676,0,0,21,0,15,18,20,16,0
4677,0,0,27,0,11,24,18,22,0
4678,0,0,25,0,8,12,20,14,0
4679,0,0,23,0,9,26,16,18,0
4680,0,0,23,0,14,26,19,21,0
4681,0,0,16,0,12,24,17,18,0
4682,0,0,12,0,17,20,18,16,0
4683,0,0,15,0,17,13,19,15,0
4684,0,0,22,0,17,23,16,27,0
4685,0,0,27,0,16,19,21,23,0
4686,0,0,18,0,18,17,21,21,0
4687,0,0,14,0,16,12,28,25,0
4688,0,0,23,0,27,27,14,16,0
4689,0,0,16,0,13,19,28,18,0
4690,0,0,28,0,19,15,24,24,0
4691,0,0,25,0,16,24,21,27,0
4692,0,0,28,0,19,27,20,18,0
4693,0,0,16,0,28,26,25,22,0
4694,0,0,26,0,32,20,22,16,0
4695,0,0,24,0,32,21,18,23,0
4696,0,0,24,0,28,13,17,20,0
4697,0,0,29,0,30,27,17,20,0
4698,0,0,22,0,21,17,20,25,0
4699,0,0,23,0,28,12,15,27,0
4700,0,0,16,0,26,23,25,29,0
4701,0,0,15,0,33,23,14,19,0
4702,0,0,18,0,42,18,19,17,0
4703,0,0,17,0,38,20,20,13,0
4704,0,0,25,0,28,24,18,31,0
4705,0,0,16,0,32,17,29,21,0
4706,0,0,17,0,34,23,25,16,0
4707,0,0,13,0,32,22,24,25,0
4708,0,0,22,0,30,17,21,17,0
4709,0,0,25,0,33,34,13,16,0
4710,0,0,27,0,33,22,24,27,0
4711,0,0,13,0,29,21,21,16,0
4712,0,0,21,0,39,18,23,21,0
4713,0,0,18,0,46,25,21,19,0
4714,0,0,19,0,36,21,19,12,0
4715,0,0,18,0,35,12,12,18,0
4716,0,0,23,0,36,17,21,21,0
4717,0,0,15,0,29,20,21,26,0
4718,0,0,15,0,43,19,26,30,0
4719,0,0,22,0,39,21,22,16,0
4720,0,0,22,0,35,22,20,20,0
4721,0,0,17,0,25,20,17,27,0
4722,0,0,16,0,41,20,28,21,0
4723,0,0,21,0,29,23,21,12,0
4724,0,0,19,0,40,28,16,19,0
4725,0,0,16,0,26,20,26,14,0
4726,0,0,12,0,35,15,27,31,0
4727,0,0,21,0,32,27,24,27,0
4728,0,0,17,0,40,17,11,21,0
4729,0,0,21,0,28,18,28,20,0
4730,0,0,16,0,29,27,19,21,0
4731,0,0,20,0,24,17,18,14,0
4732,0,0,22,0,34,16,20,19,0
4733,0,0,17,0,22,19,21,18,0
4734,0,0,20,0,20,25,25,22,0
4735,0,0,23,0,22,19,23,25,0
4736,0,0,26,0,27,23,27,27,0
4737,0,0,25,0,21,24,27,25,0
4738,0,0,28,0,23,18,19,20,0
4739,0,0,21,0,21,14,19,16,0
4740,0,0,22,0,23,23,15,24,0
4741,0,0,23,0,22,23,18,23,0
4742,0,0,25,0,16,18,20,14,0
4743,0,0,23,0,15,24,17,18,0
4744,0,0,15,0,14,24,19,18,0
4745,0,0,19,0,13,20,19,23,0
4746,0,0,28,0,15,14,18,27,0
4747,0,0,17,0,14,26,25,20,0
4748,0,0,19,0,19,20,18,25,0
4749,0,0,22,0,14,20,27,22,0
4750,0,0,16,0,15,18,21,18,0
4751,0,0,24,0,11,28,16,14,0
4752,0,0,21,0,12,19,9,22,0
4753,0,0,24,0,11,21,21,18,0
4754,0,0,18,0,9,26,24,17,0
4755,0,0,27,0,12,25,22,21,0
4756,0,0,20,0,7,21,19,21,0
4757,0,0,13,0,10,14,24,18,0
4758,0,0,33,0,14,20,17,14,0
4759,0,0,15,0,12,22,26,23,0
4760,0,0,28,0,11,21,23,32,0
4761,0,0,18,0,4,18,27,19,0
4762,0,0,24,0,8,22,20,34,0
4763,0,0,23,0,5,18,19,24,0
4764,0,0,13,0,8,21,25,15,0
4765,0,0,16,0,6,16,23,25,0
4766,0,0,24,0,8,29,19,23,0
4767,0,0,19,0,11,26,16,20,0
4768,0,0,22,0,4,19,24,18,0
4769,0,0,24,0,3,23,21,25,0
4770,0,0,21,0,4,23,22,16,0
4771,0,0,26,0,4,27,22,34,0
4772,0,0,18,0,3,21,19,17,0
4773,0,0,22,0,6,21,22,12,0
4774,0,0,21,0,3,13,6,30,0
4775,0,0,21,0,4,17,14,25,0
4776,0,0,25,0,3,14,22,20,0
4777,0,0,22,0,3,11,21,16,0
4778,0,0,17,0,8,19,15,23,0
4779,0,0,17,0,4,22,22,16,0
4780,0,0,20,0,8,27,30,21,0
4781,0,0,15,0,6,16,26,21,0
4782,0,0,23,0,6,24,19,15,0
4783,0,0,27,0,10,17,19,23,0
4784,0,0,17,0,4,22,21,21,0
4785,0,0,13,0,4,24,12,29,0
4786,0,0,22,0,5,24,25,20,0
4787,0,0,18,0,8,31,15,23,0
4788,0,0,23,0,5,26,23,20,0
4789,0,0,20,0,8,20,14,12,0
4790,0,0,26,0,10,20,23,28,0
4791,0,0,15,0,8,22,24,38,0
4792,0,0,22,0,10,29,21,16,0
4793,0,0,20,0,5,20,24,24,0
4794,0,0,15,0,8,13,17,27,0
4795,0,0,25,0,12,21,23,15,0
4796,0,0,23,0,18,18,23,23,0
4797,0,0,12,0,14,21,15,21,0
4798,0,0,28,0,16,20,18,18,0
4799,0,0,26,0,16,17,23,23,0
4800,0,0,14,0,18,26,24,23,0
4801,0,0,23,0,16,17,20,15,0
4802,0,0,17,0,22,15,22,15,0
4803,0,0,18,0,22,21,13,26,0
4804,0,0,29,0,24,27,24,15,0
4805,0,0,21,0,22,23,21,20,0
4806,0,0,19,0,23,29,18,16,0
4807,0,0,27,0,20,23,21,23,0
4808,0,0,23,0,13,24,28,19,0
4809,0,0,17,0,27,18,23,20,0
4810,0,0,26,0,29,26,23,23,0
4811,0,0,23,0,20,25,15,20,0
4812,0,0,20,0,25,21,18,29,0
4813,0,0,15,0,28,23,19,26,0
4814,0,0,16,0,19,11,21,14,0
4815,0,0,19,0,18,14,27,17,0
4816,0,0,24,0,39,14,20,17,0
4817,0,0,28,0,28,28,18,9,0
4818,0,0,18,0,18,15,18,19,0
4819,0,0,20,0,29,17,23,25,0
4820,0,0,17,0,24,29,23,18,0
4821,0,0,21,0,27,19,25,25,0
4822,0,0,19,0,35,24,19,10,0
4823,0,0,16,0,36,23,17,20,0
4824,0,0,23,0,29,18,37,23,0
4825,0,0,20,0,27,16,16,16,0
4826,0,0,15,0,31,25,19,22,0
4827,0,0,24,0,26,20,16,21,0
4828,0,0,29,0,24,24,31,17,0
4829,0,0,21,0,31,23,24,17,0
4830,0,0,21,0,27,17,17,15,0
4831,0,0,23,0,41,24,14,17,0
4832,0,0,23,0,23,18,19,21,0
4833,0,0,27,0,22,26,29,16,0
4834,0,0,16,0,16,25,20,19,0
4835,0,0,30,0,23,21,18,11,0
4836,0,0,21,0,28,14,23,19,0
4837,0,0,17,0,22,10,23,27,0
4838,0,0,24,0,25,28,26,14,0
4839,0,0,22,0,29,15,19,23,0
4840,0,0,23,0,21,26,23,25,0
4841,0,0,16,0,31,26,19,16,0
4842,0,0,32,0,12,13,22,15,0
4843,0,0,26,0,27,22,19,17,0
4844,0,0,18,0,22,21,24,16,0
4845,0,0,18,0,21,20,19,14,0
4846,0,0,23,0,17,17,23,21,0
4847,0,0,17,0,14,30,21,24,0
4848,0,0,19,0,22,21,11,13,0
4849,0,0,19,0,15,18,27,16,0
4850,0,0,26,0,20,18,20,19,0
4851,0,0,21,0,15,22,21,15,0
4852,0,0,21,0,22,22,13,25,0
4853,0,0,23,0,19,27,20,23,0
4854,0,0,23,0,9,20,26,18,0
4855,0,0,17,0,14,14,19,20,0
4856,0,0,11,0,14,21,26,19,0
4857,0,0,16,0,15,17,24,19,0
4858,0,0,12,0,12,21,16,22,0
4859,0,0,10,0,7,24,23,17,0
4860,0,0,18,0,8,20,22,19,0
4861,0,0,19,0,8,21,24,7,0
4862,0,0,26,0,10,18,27,19,0
4863,0,0,15,0,9,14,21,15,0
4864,0,0,21,0,8,16,22,26,0
4865,0,0,24,0,5,13,28,19,0
4866,0,0,11,0,4,24,32,16,0
4867,0,0,23,0,5,21,24,31,0
4868,0,0,19,0,3,14,14,12,0
4869,0,0,17,0,5,28,18,21,0
4870,0,0,18,0,2,21,29,27,0
4871,0,0,22,0,2,11,23,26,0
4872,0,0,31,0,2,20,19,17,0
4873,0,0,9,0,3,10,15,24,0
4874,0,0,20,0,3,14,9,21,0
4875,0,0,15,0,1,22,19,23,0
4876,0,0,21,0,5,17,15,28,0
4877,0,0,22,0,3,20,22,31,0
4878,0,0,15,0,5,22,9,10,0
4879,0,0,16,0,3,25,15,16,0
4880,0,0,19,0,3,20,23,18,0
4881,0,0,20,0,2,19,23,25,0
4882,0,0,17,0,4,22,26,25,0
4883,0,0,25,0,2,27,25,29,0
4884,0,0,21,0,2,16,19,17,0
4885,0,0,22,0,1,22,20,17,0
4886,0,0,15,0,8,22,17,21,0
4887,0,0,29,0,3,22,22,19,0
4888,0,0,27,0,1,22,20,19,0
4889,0,0,17,0,3,30,18,18,0
4890,0,0,21,0,5,11,19,25,0
4891,0,0,24,0,2,16,17,22,0
4892,0,0,17,0,6,21,20,18,0
4893,0,0,28,0,5,21,22,23,0
4894,0,0,21,0,3,17,25,17,0
4895,0,0,18,0,4,29,15,26,0
4896,0,0,13,0,5,18,13,18,0
4897,0,0,16,0,6,18,21,13,0
4898,0,0,25,0,5,18,16,23,0
4899,0,0,22,0,3,23,18,27,0
4900,0,0,20,0,11,20,16,19,0
4901,0,0,13,0,7,24,14,19,0
4902,0,0,25,0,8,21,21,23,0
4903,0,0,15,0,4,19,20,24,0
4904,0,0,10,0,3,19,22,22,0
4905,0,0,19,0,5,28,21,23,0
4906,0,0,16,0,12,18,21,20,0
4907,0,0,28,0,8,18,26,25,0
4908,0,0,21,0,10,20,19,17,0
4909,0,0,17,0,10,18,19,26,0
4910,0,0,18,0,10,20,23,15,0
4911,0,0,14,0,14,24,23,18,0
4912,0,0,13,0,15,20,16,14,0
4913,0,0,18,0,12,11,25,21,0
4914,0,0,28,0,13,11,13,25,0
4915,0,0,29,0,8,23,19,22,0
4916,0,0,23,0,14,28,26,20,0
4917,0,0,20,0,12,26,17,20,0
4918,0,0,19,0,13,22,18,18,0
4919,0,0,20,0,15,26,27,28,0
4920,0,0,23,0,18,19,19,14,0
4921,0,0,21,0,19,20,15,27,0
4922,0,0,21,0,14,16,18,19,0
4923,0,0,23,0,16,12,19,17,0
4924,0,0,32,0,15,23,18,21,0
4925,0,0,14,0,16,22,19,19,0
4926,0,0,22,0,10,19,29,19,0
4927,0,0,17,0,17,19,16,20,0
4928,0,0,22,0,21,29,20,23,0
4929,0,0,24,0,22,21,23,23,0
4930,0,0,18,0,18,18,26,24,0
4931,0,0,24,0,24,19,20,19,0
4932,0,0,19,0,20,19,22,23,0
4933,0,0,22,0,13,26,20,23,0
4934,0,0,20,0,22,19,21,21,0
4935,0,0,21,0,21,16,16,22,0
4936,0,0,24,0,23,24,29,22,0
4937,0,0,20,0,19,24,17,20,0
4938,0,0,14,0,19,23,20,19,0
4939,0,0,16,0,12,26,20,22,0
4940,0,0,20,0,23,29,20,24,0
4941,0,0,20,0,18,13,15,23,0
4942,0,0,20,0,21,23,21,14,0
4943,0,0,22,0,15,20,21,22,0
4944,0,0,24,0,13,16,23,23,0
4945,0,0,20,0,21,19,20,16,0
4946,0,0,18,0,20,15,27,24,0
4947,0,0,25,0,17,17,23,24,0
4948,0,0,22,0,22,28,23,24,0
4949,0,0,22,0,17,28,17,18,0
4950,0,0,13,0,12,21,19,27,0
4951,0,0,20,0,24,28,23,8,0
4952,0,0,20,0,14,24,20,24,0
4953,0,0,19,0,11,20,29,13,0
4954,0,0,12,0,8,28,20,20,0
4955,0,0,20,0,18,20,17,21,0
4956,0,0,14,0,18,29,18,17,0
4957,0,0,14,0,10,18,24,21,0
4958,0,0,16,0,8,28,22,27,0
4959,0,0,16,0,10,20,16,16,0
4960,0,0,22,0,13,21,17,19,0
4961,0,0,18,0,16,20,14,17,0
4962,0,0,19,0,11,24,23,17,0
4963,0,0,16,0,13,25,29,18,0
4964,0,0,22,0,6,28,16,15,0
4965,0,0,30,0,7,26,16,21,0
4966,0,0,18,0,9,23,16,21,0
4967,0,0,14,0,7,28,20,18,0
4968,0,0,26,0,12,22,25,31,0
4969,0,0,20,0,6,27,20,16,0
4970,0,0,17,0,9,15,18,16,0
4971,0,0,27,0,8,25,25,15,0
4972,0,0,27,0,12,15,24,18,0
4973,0,0,17,0,10,29,21,28,0
4974,0,0,25,0,6,26,19,25,0
4975,0,0,16,0,5,19,16,20,0
4976,0,0,22,0,7,27,25,15,0
4977,0,0,25,0,2,24,15,20,0
4978,0,0,20,0,7,24,19,21,0
4979,0,0,21,0,6,19,15,20,0
4980,0,0,24,0,8,22,26,31,0
4981,0,0,13,0,5,16,22,23,0
4982,0,0,18,0,6,14,19,18,0
4983,0,0,20,0,5,24,21,12,0
4984,0,0,23,0,3,26,22,19,0
4985,0,0,33,0,0,21,17,26,0
4986,0,0,23,0,4,18,29,22,0
4987,0,0,14,0,4,26,23,24,0
4988,0,0,20,0,4,12,26,18,0
4989,0,0,17,0,1,26,23,16,0
4990,0,0,16,0,1,21,16,23,0
4991,0,0,16,0,5,12,17,20,0
4992,0,0,16,0,2,18,26,20,0
4993,0,0,14,0,4,21,26,30,0
4994,0,0,16,0,1,16,25,18,0
4995,0,0,16,0,1,20,27,19,0
4996,0,0,22,0,0,13,19,18,0
4997,0,0,28,0,3,31,20,20,0
4998,0,0,21,0,1,22,22,24,0
4999,0,0,12,0,2,19,25,35,0
5000,0,0,22,0,0,24,14,19,0
5001,0,0,20,0,2,21,21,16,0
5002,0,0,19,0,3,23,27,24,0
5003,0,0,24,0,2,20,16,19,0
5004,0,0,18,0,2,21,15,27,0
5005,0,0,16,0,4,18,21,19,0
5006,0,0,22,0,4,24,21,18,0
5007,0,0,26,0,2,15,16,30,0
5008,0,0,23,0,5,18,18,20,0
5009,0,0,19,0,2,19,23,24,0
5010,0,0,14,0,1,23,13,18,0
5011,0,0,19,0,3,16,18,23,0
5012,0,0,22,0,2,22,20,30,0
5013,0,0,17,0,2,21,28,25,0
5014,0,0,18,0,2,12,26,13,0
5015,0,0,17,0,3,27,18,25,0
5016,0,0,15,0,6,20,23,30,0
5017,0,0,13,0,4,25,24,20,0
5018,0,0,22,0,6,26,16,21,0
5019,0,0,20,0,5,14,24,16,0
5020,0,0,23,0,6,19,29,26,0
5021,0,0,23,0,9,22,15,23,0
5022,0,0,28,0,4,22,17,31,0
5023,0,0,21,0,7,26,19,16,0
5024,0,0,10,0,7,23,23,17,0
5025,0,0,15,0,9,23,15,29,0
5026,0,0,21,0,11,27,19,24,0
5027,0,0,20,0,6,22,22,18,0
5028,0,0,24,0,12,17,21,24,0
5029,0,0,16,0,12,26,15,24,0
5030,0,0,23,0,6,17,17,19,0
5031,0,0,27,0,7,14,27,17,0
5032,0,0,21,0,11,18,23,19,0
5033,0,0,19,0,8,24,21,22,0
5034,0,0,15,0,13,17,20,26,0
5035,0,0,13,0,13,24,27,29,0
5036,0,0,24,0,9,19,18,21,0
5037,0,0,28,0,14,23,22,18,0
5038,0,0,27,0,10,21,24,17,0
5039,0,0,26,0,12,17,14,22,0
5040,0,0,24,0,16,25,19,19,0
5041,0,0,23,0,12,16,11,17,0
5042,0,0,28,0,13,18,22,18,0
5043,0,0,14,0,14,22,24,15,0
5044,0,0,25,0,10,9,25,23,0
5045,0,0,9,0,14,18,21,15,0
5046,0,0,22,0,7,26,25,28,0
5047,0,0,20,0,15,22,26,18,0
5048,0,0,25,0,7,17,20,20,0
5049,0,0,25,0,15,17,25,19,0
5050,0,0,22,0,14,20,23,19,0
5051,0,0,24,0,10,14,24,21,0
5052,0,0,21,0,11,24,22,15,0
5053,0,0,27,0,5,29,23,26,0
5054,0,0,16,0,11,22,19,21,0
5055,0,0,14,0,9,16,22,11,0
5056,0,0,21,0,7,19,19,21,0
5057,0,0,15,0,16,10,21,15,0
5058,0,0,20,0,11,17,25,23,0
5059,0,0,11,0,10,22,17,25,0
5060,0,0,24,0,8,16,10,21,0
5061,0,0,22,0,11,23,19,23,0
5062,0,0,12,0,12,19,22,15,0
5063,0,0,14,0,7,24,15,19,0
5064,0,0,23,0,14,16,16,22,0
5065,0,0,22,0,14,26,23,19,0
5066,0,0,20,0,8,19,29,20,0
5067,0,0,21,0,5,18,20,26,0
5068,0,0,20,0,9,19,21,20,0
5069,0,0,18,0,7,23,30,18,0
5070,0,0,13,0,8,16,14,27,0
5071,0,0,19,0,10,22,18,20,0
5072,0,0,19,0,13,18,20,25,0
5073,0,0,17,0,10,22,17,25,0
5074,0,0,23,0,7,24,23,21,0
5075,0,0,26,0,9,16,20,16,0
5076,0,0,20,0,13,18,35,28,0
5077,0,0,15,0,6,23,20,23,0
5078,0,0,16,0,8,22,26,12,0
5079,0,0,20,0,9,9,27,20,0
5080,0,0,19,0,7,16,24,20,0
5081,0,0,33,0,5,20,20,23,0
5082,0,0,27,0,8,31,17,25,0
5083,0,0,20,0,9,19,18,24,0
5084,0,0,16,0,12,19,25,21,0
5085,0,0,14,0,7,11,20,21,0
5086,0,0,25,0,7,29,22,24,0
5087,0,0,26,0,7,21,28,11,0
5088,0,0,18,0,4,16,17,12,0
5089,0,0,15,0,6,27,26,19,0
5090,0,0,23,0,7,12,16,22,0
5091,0,0,27,0,1,29,19,15,0
5092,0,0,16,0,2,20,22,15,0
5093,0,0,25,0,5,21,16,13,0
5094,0,0,24,0,4,18,21,14,0
5095,0,0,15,0,5,20,23,11,0
5096,0,0,23,0,2,27,22,23,0
5097,0,0,23,0,6,18,30,20,0
5098,0,0,19,0,3,25,23,29,0
5099,0,0,23,0,3,19,12,13,0
5100,0,0,17,0,4,20,25,19,0
5101,0,0,24,0,2,18,16,27,0
5102,0,0,14,0,2,24,21,27,0
5103,0,0,23,0,2,20,18,16,0
5104,0,0,16,0,1,25,25,22,0
5105,0,0,23,953,1,21,13,31,0
5106,0,0,23,0,1,21,24,17,0
5107,0,0,13,0,0,10,18,13,0
5108,0,0,19,0,2,14,26,22,0
5109,0,0,23,0,0,19,19,21,0
5110,0,0,19,0,1,20,18,17,0
5111,0,0,27,0,2,20,26,20,0
5112,0,0,15,0,3,33,29,14,0
5113,0,0,29,0,1,26,20,18,0
5114,0,0,17,0,2,12,28,24,0
5115,0,0,23,0,2,27,21,17,0
5116,0,0,12,0,2,23,21,19,0
5117,0,0,20,0,0,20,18,15,0
5118,0,0,23,0,1,18,20,25,0
5119,0,0,14,0,3,20,22,19,0
5120,0,0,24,0,1,25,12,18,0
5121,0,0,12,0,1,22,27,18,0
5122,0,0,15,0,0,13,21,16,0
5123,0,0,15,0,4,26,28,26,0
5124,0,0,26,0,1,18,20,17,0
5125,0,0,15,0,5,20,20,20,0
5126,0,0,19,0,4,22,23,24,0
5127,0,0,21,0,4,20,17,32,0
5128,0,0,22,0,4,20,14,26,0
5129,0,0,21,0,1,16,22,20,0
5130,0,0,20,0,4,15,17,17,0
5131,0,0,18,0,4,17,21,18,0
5132,0,0,14,0,4,20,17,25,0
5133,0,0,24,0,5,19,19,18,0
5134,0,0,18,0,6,20,29,14,0
5135,0,0,18,0,5,11,20,23,0
5136,0,0,16,0,10,28,18,32,0
5137,0,0,15,0,7,21,20,19,0
5138,0,0,26,0,4,22,18,18,0
5139,0,0,19,0,6,18,29,20,0
5140,0,0,18,0,5,24,19,16,0
5141,0,0,24,0,7,18,18,12,0
5142,0,0,16,0,3,30,19,32,0
5143,0,0,13,0,8,28,16,24,0
5144,0,0,20,0,9,28,19,27,0
5145,0,0,19,0,5,16,21,19,0
5146,0,0,17,0,5,21,19,16,0
5147,0,0,26,0,4,21,24,20,0
5148,0,0,24,0,3,27,25,11,0
5149,0,0,15,0,7,18,15,18,0
5150,0,0,20,0,4,21,22,16,0
5151,0,0,26,0,10,20,15,21,0
5152,0,0,18,0,5,29,26,22,0
5153,0,0,9,0,7,9,21,14,0
5154,0,0,26,0,3,18,15,20,0
5155,0,0,25,0,12,17,20,24,0
5156,0,0,15,0,6,31,18,23,0
5157,0,0,16,0,2,24,21,20,0
5158,0,0,17,0,11,15,21,19,0
5159,0,0,28,0,4,21,16,26,0
5160,0,0,18,0,7,18,18,11,0
5161,0,0,21,0,6,18,24,26,0
5162,0,0,19,0,7,23,17,13,0
5163,0,0,23,0,6,21,19,20,0
5164,0,0,17,0,6,29,22,18,0
5165,0,0,15,0,10,21,22,17,0
5166,0,0,23,0,7,16,16,27,0
5167,0,0,23,0,6,21,11,25,0
5168,0,0,14,0,6,15,17,12,0
5169,0,0,23,0,8,22,20,18,0
5170,0,0,29,0,6,27,21,19,0
5171,0,0,17,0,11,17,17,20,0
5172,0,0,24,0,6,23,21,23,0
5173,0,0,26,0,9,21,18,23,0
5174,0,0,22,0,2,26,25,25,0
5175,0,0,14,0,10,20,23,29,0
5176,0,0,21,0,5,29,28,17,0
5177,0,0,19,0,8,17,19,20,0
5178,0,0,11,0,10,20,24,19,0
5179,0,0,30,0,9,23,17,17,0
5180,0,0,28,0,6,22,24,26,0
5181,0,0,25,0,7,19,27,16,0
5182,0,0,20,0,15,16,19,23,0
5183,0,0,19,0,8,22,10,20,0
5184,0,0,15,0,11,25,23,16,0
5185,0,0,20,0,9,17,24,15,0
5186,0,0,26,0,13,27,11,23,0
5187,0,0,20,0,10,19,20,18,0
5188,0,0,14,0,10,19,15,16,0
5189,0,0,21,0,11,25,26,17,0
5190,0,0,20,0,14,17,22,20,0
5191,0,0,25,0,10,23,23,19,0
5192,0,0,27,0,10,20,19,25,0
5193,0,0,19,0,13,26,19,20,0
5194,0,0,15,0,11,23,17,14,0
5195,0,0,24,0,7,20,18,27,0
5196,0,0,16,0,7,25,20,15,0
5197,0,0,22,0,6,18,14,26,0
5198,0,0,24,0,13,21,14,25,0
5199,0,0,24,0,10,17,17,18,0
5200,0,0,21,0,11,22,29,15,0
5201,0,0,24,0,11,18,26,23,0
5202,0,0,24,0,5,11,21,25,0
5203,0,0,18,0,7,21,13,24,0
5204,0,0,22,0,11,22,18,18,0
5205,0,0,20,0,7,23,16,21,0
5206,0,0,18,0,6,21,22,16,0
5207,0,0,30,0,9,23,23,15,0
5208,0,0,19,0,4,21,30,20,0
5209,0,0,23,0,5,14,17,17,0
5210,0,0,12,0,4,20,24,17,0
5211,0,0,21,0,5,23,18,25,0
5212,0,0,17,0,4,17,12,19,0
5213,0,0,22,0,3,22,27,23,0
5214,0,0,24,0,3,24,24,21,0
5215,0,0,20,0,0,21,25,20,0
5216,0,0,29,0,5,21,24,26,0
5217,0,0,16,0,2,22,22,22,0
5218,0,0,11,0,0,14,15,20,0
5219,0,0,19,0,3,19,26,23,0
5220,0,0,26,0,3,22,20,24,0
5221,0,0,18,0,0,16,29,26,0
5222,0,0,9,0,0,23,24,24,0
5223,0,0,14,0,0,20,18,21,0
5224,0,0,21,0,1,16,18,23,0
5225,0,0,29,0,3,19,17,18,0
5226,0,0,19,0,4,21,21,19,0
5227,0,0,25,0,2,19,31,21,0
5228,0,0,11,0,0,21,18,20,0
5229,0,0,28,0,2,26,19,29,0
5230,0,0,13,0,2,14,15,21,0
5231,0,0,21,0,0,20,19,16,0
5232,0,0,17,0,1,18,18,22,0
5233,0,0,21,0,0,20,17,12,0
5234,0,0,24,0,2,22,32,20,0
5235,0,0,15,0,1,21,17,21,0
5236,0,0,20,0,2,17,16,21,0
5237,0,0,19,0,1,17,21,17,0
5238,0,0,19,0,2,18,22,14,0
5239,0,0,16,0,2,26,26,24,0
5240,0,0,18,0,2,19,22,22,0
5241,0,0,24,0,2,21,16,20,0
5242,0,0,24,0,1,22,22,25,0
5243,0,0,21,0,1,14,16,25,0
5244,0,0,22,0,1,28,27,27,0
5245,0,0,23,0,2,18,18,19,0
5246,0,0,20,0,4,24,27,15,0
5247,0,0,22,0,2,19,17,20,0
5248,0,0,21,0,3,18,22,27,0
5249,0,0,15,0,1,18,16,9,0
5250,0,0,22,0,2,30,22,13,0
5251,0,0,23,0,1,16,12,23,0
5252,0,0,20,0,6,23,20,24,0
5253,0,0,13,0,3,21,21,18,0
